web_scraper_order,web_scraper_start_url,type clothes,price,address ,image_link
"1765196714-2557","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Survêtements homme","10 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2812935_uploaded_image1_1607265071.jpg"
"1765196714-2558","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Blousons","9 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2812823_uploaded_image1_1607261793.jpg"
"1765196714-2559","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Chemises hommes","7 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_2812717_uploaded_image1_1607257802.jpg"
"1765196714-2560","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Ensemble costume","135 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2812549_uploaded_image1_1607251311.jpg"
"1765196714-2561","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Costume homme","80 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2812124_uploaded_image1_1607210614.jpg"
"1765196714-2562","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Blouson Adidas","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2811811_uploaded_image1_1607198044.jpg"
"1765196714-2563","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Costume homme","80 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2811643_uploaded_image1_1607192075.jpg"
"1765196714-2564","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Veste homme","25 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2811640_uploaded_image1_1607191897.jpg"
"1765196714-2565","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Veste homme","25 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2811639_uploaded_image1_1607191761.jpg"
"1765196714-2566","https://sn.coinafrique.com/categorie/vetements-homme?page=88","T-shirts Lacoste","8 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2811303_uploaded_image1_1607180118.jpg"
"1765196714-2567","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Chemise - Chaussures - Pantalon","35 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2811301_uploaded_image1_1607180038.jpg"
"1765196714-2568","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Ensemble pantalon kaki - chemise","15 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2811051_uploaded_image1_1607172210.jpg"
"1765196714-2569","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Blousons","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2811037_uploaded_image1_1607171818.jpg"
"1765196714-2570","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Chemises homme","7 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2811032_uploaded_image1_1607171598.jpg"
"1765196714-2571","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Ensemble homme","16 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2810951_uploaded_image1_1607169448.jpg"
"1765196714-2572","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Ensemble jogging plus pull","12 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2810924_uploaded_image1_1607168515.jpg"
"1765196714-2573","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Ensemble pull - jogging","12 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2810911_uploaded_image1_1607168087.jpg"
"1765196714-2574","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Chemise - pantalon kaki homme","16 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2810725_uploaded_image1_1607163570.jpg"
"1765196714-2575","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Chemise - Pantalon kaki","16 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2810711_uploaded_image1_1607163390.jpg"
"1765196714-2576","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Pull-overs - Blousons","12 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2810707_uploaded_image1_1607163205.jpg"
"1765196714-2577","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Pull-over - Chaussures","16 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2810645_uploaded_image2_1607161465.jpeg"
"1765196714-2578","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Pull en jeans mixte","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2810303_uploaded_image1_1607150513.jpg"
"1765196714-2579","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Joggings Nike homme - femme","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2810295_uploaded_image1_1607150190.jpg"
"1765196714-2580","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Joggings Dior homme - femme","29 900CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2810286_uploaded_image2_1607149706.jpeg"
"1765196714-2581","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Ensemble blouson","10 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2809684_uploaded_image1_1607112338.jpg"
"1765196714-2582","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Lacoste homme","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2808985_uploaded_image1_1607090613.jpg"
"1765196714-2583","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Lacoste homme longue manches","8 000CFA","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_2808980_uploaded_image1_1607090528.jpg"
"1765196714-2584","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Pulls homme","6 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_2808870_uploaded_image1_1607088303.jpg"
"1765196714-2585","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Blouson","8 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_2808863_uploaded_image1_1607088172.jpg"
"1765196714-2586","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Costume africain","20 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_2808114_uploaded_image2_1607074394.jpeg"
"1765196714-2587","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Pull-over homme","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2808056_uploaded_image1_1607073130.jpg"
"1765196714-2588","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Ensemble homme","30 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2807536_uploaded_image1_1607043055.jpg"
"1765196714-2589","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Ensemble blouson","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2807374_uploaded_image1_1607034652.jpg"
"1765196714-2590","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Blouson","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2807278_uploaded_image1_1607031426.jpg"
"1765196714-2591","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Vêtements homme","6 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2807115_uploaded_image1_1607026575.jpg"
"1765196714-2592","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Pantalons Kaki","6 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2806771_uploaded_image1_1607016957.jpg"
"1765196714-2593","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Ensemble homme","13 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2806769_uploaded_image1_1607016914.jpg"
"1765196714-2594","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Pantalons  kaki","6 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2806766_uploaded_image1_1607016832.jpg"
"1765196714-2595","https://sn.coinafrique.com/categorie/vetements-homme?page=88","T-shirt","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2806751_uploaded_image1_1607016525.jpg"
"1765196714-2596","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Ensemble homme","11 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2806749_uploaded_image1_1607016486.jpg"
"1765196714-2597","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Pull-over homme","13 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2806524_uploaded_image1_1607011160.jpg"
"1765196714-2598","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Vêtement homme","3 000CFA","Tambacounda, Sénégal","https://images.coinafrique.com/thumb_2806207_uploaded_image1_1607005215.jpg"
"1765196714-2599","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Short","3 000CFA","Tambacounda, Sénégal","https://images.coinafrique.com/thumb_2806206_uploaded_image1_1607005214.jpg"
"1765196714-2600","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Vêtements Polo homme","3 500CFA","Tambacounda, Sénégal","https://images.coinafrique.com/thumb_2806187_uploaded_image1_1607004847.jpg"
"1765196714-2601","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Pantalons homme","8 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2805863_uploaded_image1_1606999161.jpg"
"1765196714-2602","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Caleçons","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2805637_uploaded_image1_1606995436.jpg"
"1765196714-2603","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Pulls homme et femme","10 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2804929_uploaded_image1_1606976768.jpg"
"1765196714-2604","https://sn.coinafrique.com/categorie/vetements-homme?page=88","Pantalon Jogging","9 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_2804209_uploaded_image1_1606936223.jpg"
"1765196923-2605","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Caftan homme","30 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_2837404_uploaded_image1_1608217337.jpg"
"1765196923-2606","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Ensemble homme","25 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2837320_uploaded_image1_1608215525.jpg"
"1765196923-2607","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Ensemble homme","25 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2837295_uploaded_image1_1608215183.jpg"
"1765196923-2608","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Chemise homme","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2837277_uploaded_image1_1608215010.jpg"
"1765196923-2609","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Chemises homme","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2837268_uploaded_image1_1608214888.jpg"
"1765196923-2610","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Vêtements hommes","17 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2837058_uploaded_image1_1608209521.jpg"
"1765196923-2611","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Ensemble homme","18 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2837021_uploaded_image1_1608208421.jpg"
"1765196923-2612","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Pull homme","10 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_2836942_uploaded_image1_1608206448.jpg"
"1765196923-2613","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Pull-over","10 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_2836940_uploaded_image1_1608206436.jpg"
"1765196923-2614","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Sous-vêtements homme","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2836698_uploaded_image1_1608202437.jpg"
"1765196923-2615","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Pulls à capuchon","12 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2836534_uploaded_image1_1608199575.jpg"
"1765196923-2616","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Ensemble blouson homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2836197_uploaded_image1_1608189581.jpg"
"1765196923-2617","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Pull capuchon","12 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2835853_uploaded_image1_1608157208.jpg"
"1765196923-2618","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Ensemble chemise et pantalon","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2835759_uploaded_image1_1608153748.jpg"
"1765196923-2619","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Vêtements homme","72 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_2835669_uploaded_image1_1608150633.jpg"
"1765196923-2620","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Tunique homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2834703_uploaded_image1_1608123190.jpg"
"1765196923-2621","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Vêtements  homme","15 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_2834649_uploaded_image1_1608122145.jpg"
"1765196923-2622","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Vêtements homme et femme","6 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2834590_uploaded_image1_1608120824.jpg"
"1765196923-2623","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Pull-over homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2833727_uploaded_image1_1608076910.jpg"
"1765196923-2624","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Ensemble homme - femme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2833726_uploaded_image1_1608076787.jpg"
"1765196923-2625","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Chemise homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2833715_uploaded_image1_1608076308.jpg"
"1765196923-2626","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Ensemble homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2833707_uploaded_image1_1608076156.jpg"
"1765196923-2627","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Ensemble jogging","14 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2833558_uploaded_image1_1608071150.jpg"
"1765196923-2628","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Blouson Nike et Adidas","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2833291_uploaded_image1_1608061571.jpg"
"1765196923-2629","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Tenue homme","18 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2833095_uploaded_image1_1608054784.jpg"
"1765196923-2630","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Tunique homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2833080_uploaded_image1_1608054287.jpg"
"1765196923-2631","https://sn.coinafrique.com/categorie/vetements-homme?page=87","Tunique homme","25 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_2832636_uploaded_image1_1608041251.jpg"
